,0-3m,3-6m,6-9m,9-12m
0-3m,0.8266666666666667,0.782608695652174,0.7920792079207921,0.8173913043478261
3-6m,,0.7894736842105263,0.7954545454545454,0.8148148148148148
6-9m,,,0.8089887640449438,0.8113207547169812
9-12m,,,,0.8103448275862069
