,0-3m,3-6m,6-9m,9-12m
0-3m,0.8047538200339558,0.7692307692307693,0.8672727272727273,0.7892857142857143
3-6m,,0.8178733031674207,0.8109090909090909,0.7642857142857142
6-9m,,,0.8036363636363636,0.7285714285714286
9-12m,,,,0.7000000000000001
