,0-3m,3-6m,6-9m,9-12m
0-3m,0.7592165898617511,0.6851851851851851,0.6965909090909091,0.6629593810444874
3-6m,,0.7612433862433862,0.7585227272727273,0.7064796905222438
6-9m,,,0.7676136363636366,0.7350096711798839
9-12m,,,,0.7200193423597678
