,0-3m,3-6m,6-9m,9-12m
0-3m,0.7317073170731707,0.6428571428571429,0.7037037037037037,0.71875
3-6m,,0.6666666666666666,0.75,0.7735849056603774
6-9m,,,0.6451612903225806,0.6811594202898551
9-12m,,,,0.696969696969697
