,0-3m,3-6m,6-9m,9-12m
0-3m,0.7826825127334466,0.8042986425339367,0.9381818181818182,0.75
3-6m,,0.7092760180995475,0.8872727272727272,0.675
6-9m,,,0.869090909090909,0.6321428571428571
9-12m,,,,0.7357142857142858
