,0-3m,3-6m,6-9m,9-12m
0-3m,0.8894432783743267,0.8273147713663053,0.829455055222012,0.8268541668023345
3-6m,,0.8638774359095482,0.8676924907426923,0.8522590445529198
6-9m,,,0.8481642537812689,0.8463826503131539
9-12m,,,,0.877526832116286
