,0-3m,3-6m,6-9m,9-12m
0-3m,0.6909090909090909,0.7391304347826086,0.8292682926829268,0.6
3-6m,,0.6521739130434783,0.6153846153846154,0.6808510638297872
6-9m,,,0.8260869565217391,0.7346938775510204
9-12m,,,,0.8307692307692308
