,0-3m,3-6m,6-9m,9-12m
0-3m,1.0,1.0,1.0,1.0
3-6m,,0.8333333333333334,0.875,0.9361702127659575
6-9m,,,0.9,0.9148936170212766
9-12m,,,,1.0
